src,trg,time
21075,8505,1154726099.0
17819,2011,1154726987.0
4506,1709,1154727618.0
94,2294,1154728883.0
2551,1271,1154729201.0
894,912,1154729367.0
2876,507,1154729739.0
4220,13304,1154730628.0
12336,2912,1154731104.0
297,1361,1154731871.0
1568,13909,1154733119.0
14465,10131,1154733333.0
668,3159,1154734156.0
9747,9758,1154734872.0
16302,9770,1154735522.0
15715,15434,1154735541.0
15715,15434,1154735632.0
3908,19469,1154737525.0
6383,9694,1154737804.0
274,265,1154737917.0
3827,3290,1154737981.0
3904,3880,1154738518.0
28606,27891,1154738573.0
14465,5423,1154739174.0
9086,6716,1154741036.0
3880,3904,1154741043.0
17434,13121,1154741464.0
13121,17434,1154741563.0
872,2766,1154741618.0
3904,8452,1154741803.0
8921,12697,1154742303.0
13304,10042,1154742610.0
8343,9992,1154742917.0
7405,21765,1154743065.0
1720,9324,1154743180.0
21765,7405,1154744278.0
6716,10356,1154744697.0
36561,5121,1154745372.0
14465,3371,1154745541.0
8452,3904,1154745773.0
3904,14880,1154745856.0
8919,112,1154746119.0
4782,8505,1154746133.0
3904,309,1154746362.0
3159,248,1154746522.0
8505,556,1154746601.0
11953,22199,1154746768.0
11108,16329,1154748900.0
34184,35098,1154749954.0
20193,17036,1154749961.0
12974,1920,1154750297.0
5653,17485,1154750330.0
784,571,1154750343.0
1082,1085,1154750486.0
9840,9839,1154752595.0
1361,1357,1154752704.0
3904,3872,1154753071.0
3904,3879,1154753477.0
2286,2277,1154754383.0
6383,9829,1154755415.0
5245,4520,1154755670.0
2259,3004,1154756731.0
571,805,1154756770.0
12669,2695,1154758031.0
3904,2436,1154758320.0
3905,3914,1154758719.0
20193,17036,1154759262.0
8927,7983,1154759794.0
584,3593,1154761744.0
2876,507,1154762149.0
2912,12336,1154762203.0
4789,5403,1154762212.0
22262,29865,1154762554.0
20074,8855,1154763744.0
13542,3366,1154764060.0
9585,22227,1154764083.0
21789,22227,1154764515.0
11737,13651,1154764556.0
12697,8921,1154764705.0
3451,3457,1154764799.0
8505,4782,1154765181.0
5892,1225,1154765608.0
17485,5653,1154765947.0
776,1766,1154766476.0
29711,19804,1154766574.0
6162,3818,1154766623.0
19401,9325,1154767049.0
2876,507,1154767692.0
13125,8770,1154768011.0
9988,9990,1154768240.0
2967,556,1154770699.0
2326,3914,1154771015.0
22990,6627,1154771431.0
12291,5238,1154772388.0
3904,2476,1154774890.0
5064,3709,1154776940.0
14961,7523,1154777034.0
7410,4138,1154777056.0
12857,16273,1154777349.0
2971,5616,1154778037.0
6383,2321,1154778061.0
4374,19105,1154778926.0
9476,14792,1154779058.0
1038,4332,1154779373.0
17170,22939,1154780194.0
8127,22345,1154780894.0
4332,2436,1154781043.0
31053,22345,1154781085.0
15420,22345,1154781318.0
9839,9840,1154781628.0
7044,2976,1154782844.0
6049,21336,1154783290.0
39858,37262,1154783722.0
12408,19371,1154783775.0
14465,5088,1154784094.0
18404,12576,1154784932.0
1950,17096,1154785112.0
26766,4163,1154785642.0
9125,2674,1154785777.0
26766,4163,1154785835.0
5121,36561,1154786247.0
1915,1950,1154786751.0
6627,22990,1154786925.0
1915,1594,1154786987.0
1915,14876,1154787120.0
5064,3709,1154787296.0
22155,2804,1154788379.0
1720,9324,1154788460.0
1720,9324,1154788538.0
1720,9324,1154788600.0
1720,9324,1154788889.0
11065,19936,1154789220.0
15359,5077,1154791159.0
28606,27891,1154791273.0
27891,28606,1154792408.0
27891,28606,1154792456.0
5088,3077,1154793835.0
21071,8937,1154795225.0
2259,5549,1154796358.0
8908,13861,1154797698.0
2967,556,1154808760.0
4552,2199,1154813642.0
574,3584,1154816437.0
3580,3581,1154817270.0
1915,8630,1154818096.0
22900,25419,1154819189.0
28606,27891,1154821501.0
1915,7510,1154821969.0
2675,13431,1154822539.0
9683,8183,1154823334.0
287,4576,1154823610.0
12576,18404,1154824345.0
1990,309,1154824420.0
14961,7523,1154824806.0
1305,556,1154825073.0
11229,6853,1154825423.0
14880,3904,1154828329.0
309,3904,1154828360.0
16329,11108,1154828681.0
405,2290,1154828820.0
2930,1416,1154829270.0
3872,3904,1154829450.0
18310,556,1154830323.0
873,556,1154831260.0
27891,28606,1154831381.0
8834,2039,1154834532.0
14994,6062,1154834586.0
28606,27891,1154835423.0
16810,15886,1154835871.0
14214,15234,1154837248.0
7910,5093,1154842872.0
8834,8833,1154843240.0
3404,12112,1154843591.0
640,1435,1154844730.0
5375,5374,1154844775.0
9942,12397,1154847399.0
9942,12397,1154847422.0
979,12432,1154847474.0
1915,7066,1154847711.0
8834,8504,1154848083.0
1878,1554,1154848209.0
7264,16309,1154848251.0
14961,7523,1154850247.0
5241,492,1154852543.0
27891,28606,1154852556.0
1989,1973,1154852583.0
1915,8885,1154852823.0
8127,22345,1154853250.0
1720,9324,1154853820.0
909,14555,1154854522.0
1915,7902,1154855107.0
6391,3466,1154855728.0
3190,1074,1154856392.0
4138,7410,1154857444.0
440,151,1154858884.0
8834,8831,1154859093.0
440,151,1154859487.0
6297,9005,1154860038.0
39721,27207,1154860486.0
492,2029,1154860757.0
440,151,1154862181.0
9683,5032,1154862953.0
14214,15324,1154864134.0
17434,13121,1154865633.0
4485,5350,1154866211.0
7910,10131,1154867893.0
15886,16810,1154868072.0
5077,16248,1154868270.0
991,3806,1154868899.0
1915,15420,1154869097.0
12016,11042,1154869501.0
887,4240,1154870651.0
14961,7523,1154871296.0
12016,11042,1154872546.0
19108,7906,1154873298.0
3899,1217,1154873589.0
52127,36256,1154873716.0
2893,2703,1154874160.0
33956,11234,1154874849.0
584,3593,1154875195.0
12973,23896,1154877864.0
3899,3911,1154877900.0
30176,440,1154878029.0
19108,7902,1154878185.0
30176,27153,1154878399.0
17854,2976,1154878768.0
8758,8877,1154880388.0
7530,14877,1154881313.0
3908,14877,1154881356.0
19108,2038,1154881446.0
1914,14877,1154882016.0
3901,14877,1154882114.0
8400,14877,1154882939.0
6968,11229,1154889699.0
15420,1915,1154891672.0
8885,1915,1154891833.0
7066,1915,1154891846.0
1594,1915,1154892351.0
1950,1915,1154892373.0
2967,556,1154892561.0
3455,556,1154892582.0
14740,16273,1154896891.0
3852,6668,1154897147.0
10616,1840,1154899303.0
8505,556,1154900809.0
2035,556,1154901312.0
1914,7507,1154904490.0
19108,33228,1154905801.0
3969,9456,1154908254.0
1914,5423,1154908493.0
14870,14194,1154909253.0
3899,5121,1154909741.0
14877,1914,1154913512.0
7507,1914,1154913740.0
12063,17491,1154915948.0
13625,15745,1154916672.0
14870,2524,1154917368.0
3899,5119,1154918082.0
499,503,1154918925.0
2035,12638,1154919705.0
1914,3879,1154919914.0
6402,2568,1154920688.0
14870,4240,1154921146.0
3887,1587,1154922683.0
2568,6402,1154924496.0
8885,15578,1154927876.0
37262,39858,1154928081.0
39858,37262,1154928849.0
1914,3872,1154929150.0
5375,5374,1154929365.0
7535,9806,1154930880.0
3899,3870,1154930972.0
14310,14196,1154931065.0
8473,1878,1154932149.0
494,1261,1154933320.0
2120,1126,1154933601.0
1126,2120,1154934388.0
5359,11043,1154934578.0
3872,1914,1154934590.0
14835,4248,1154934772.0
16041,17440,1154935184.0
8921,12697,1154935516.0
1914,9829,1154935790.0
2034,7660,1154936805.0
7660,2034,1154937071.0
547,146,1154937309.0
31318,32722,1154937417.0
14793,12329,1154938569.0
5042,2024,1154939036.0
3159,249,1154939092.0
22045,25572,1154939237.0
12700,491,1154941137.0
3899,1918,1154941722.0
8108,449,1154941772.0
1914,1904,1154942428.0
1416,2930,1154943925.0
1416,2930,1154943979.0
11126,11125,1154944298.0
4739,13915,1154944946.0
1564,1158,1154945401.0
8108,1085,1154946146.0
7523,14961,1154946237.0
5375,5374,1154946309.0
14961,7523,1154947165.0
22874,25924,1154947336.0
12976,10946,1154947441.0
5898,4903,1154947716.0
25924,22874,1154948345.0
17440,16041,1154948671.0
776,498,1154950645.0
3899,14966,1154951532.0
5377,5012,1154951680.0
9005,6297,1154952155.0
6770,1383,1154952625.0
19062,17097,1154952925.0
14066,4288,1154952947.0
14884,5105,1154953242.0
6720,4605,1154953264.0
6720,4605,1154953631.0
6297,14842,1154953779.0
11126,11125,1154954025.0
24066,11525,1154955171.0
19449,9188,1154955346.0
12986,7537,1154955561.0
22738,7537,1154956155.0
9747,9764,1154956193.0
13742,8855,1154956833.0
8504,15792,1154958123.0
12,11,1154958294.0
5375,5374,1154958511.0
5788,19061,1154958559.0
1840,10616,1154958755.0
14066,4302,1154958902.0
13673,21056,1154959712.0
1641,283,1154960239.0
3077,5088,1154960455.0
9188,19449,1154961582.0
13691,2043,1154961608.0
2043,13691,1154962041.0
2441,5548,1154962300.0
17864,12834,1154963278.0
5077,8180,1154964512.0
9433,131,1154965892.0
12637,7119,1154967169.0
1566,19314,1154970132.0
11229,6968,1154972988.0
23657,1211,1154975586.0
5241,2026,1154980415.0
21638,16273,1154983695.0
3365,2297,1154983879.0
7201,12763,1154988720.0
3610,3591,1154989859.0
21428,11115,1154991739.0
13742,8855,1154991752.0
9942,12397,1154992009.0
12978,8118,1154992494.0
1878,8473,1154992834.0
27574,13909,1154994321.0
962,958,1154996998.0
7410,4138,1154997614.0
499,498,1154998336.0
16672,13909,1154998459.0
6330,7956,1154998666.0
27891,28606,1154999547.0
7035,6426,1154999919.0
14605,3423,1155000957.0
8620,8181,1155001372.0
8118,12978,1155001402.0
582,113,1155001476.0
12740,4870,1155001764.0
5241,2026,1155001844.0
14164,17585,1155002538.0
14056,503,1155002965.0
6855,9267,1155003289.0
39858,37262,1155003706.0
12438,1565,1155004869.0
6720,1565,1155004996.0
17411,7280,1155006389.0
22990,6627,1155006997.0
1720,9324,1155008008.0
4138,7410,1155008436.0
20193,17036,1155008829.0
3874,3880,1155009627.0
49372,420,1155010014.0
7048,7514,1155010845.0
15372,7514,1155011229.0
14141,8936,1155011424.0
4156,6941,1155011482.0
8620,23185,1155011787.0
7983,6113,1155012883.0
18238,16791,1155013419.0
5322,12754,1155013548.0
28606,27891,1155014033.0
28606,27891,1155014096.0
39721,28159,1155014183.0
21071,4822,1155014958.0
12978,12968,1155015092.0
4616,4617,1155015217.0
5863,4617,1155015395.0
2584,5891,1155015598.0
2259,3004,1155016337.0
7302,9690,1155016713.0
20193,17036,1155016758.0
18456,19425,1155016878.0
18085,13684,1155017467.0
13691,2043,1155018410.0
12978,22345,1155018796.0
8620,17096,1155019329.0
440,30176,1155019614.0
7522,7514,1155019781.0
146,150,1155021701.0
4998,8270,1155021791.0
6113,7983,1155021869.0
14884,5105,1155022731.0
29399,3821,1155023775.0
14056,503,1155023950.0
14066,14068,1155025120.0
9942,12397,1155025392.0
853,18188,1155025849.0
27574,24111,1155026043.0
3193,1074,1155026960.0
8620,5414,1155027873.0
5552,9747,1155028118.0
21827,8920,1155028276.0
21228,14194,1155028551.0
21228,14194,1155029051.0
24430,10507,1155031496.0
14797,14792,1155031565.0
3874,5401,1155031923.0
5077,15359,1155032314.0
688,13905,1155032411.0
20193,17036,1155032684.0
4617,4616,1155033299.0
3610,3581,1155033484.0
8376,4424,1155033589.0
6850,5798,1155033785.0
2469,14371,1155033946.0
8380,4424,1155033974.0
5249,4498,1155034034.0
5064,3602,1155034177.0
17864,215,1155034393.0
1562,4977,1155034637.0
4822,21071,1155034953.0
11953,12654,1155035287.0
11973,7410,1155035498.0
9759,14993,1155035580.0
14310,12638,1155035847.0
4616,4617,1155036054.0
11451,7155,1155036245.0
12968,5055,1155036676.0
18238,16791,1155036771.0
4977,1562,1155037074.0
17865,298,1155037305.0
15359,8180,1155037826.0
9476,1997,1155037902.0
9476,1997,1155037914.0
11010,101,1155038819.0
14310,12638,1155039297.0
13171,8180,1155039380.0
8620,123,1155039552.0
1914,14877,1155039752.0
7410,11973,1155040905.0
13904,13903,1155040922.0
6049,21336,1155041050.0
8947,20320,1155041343.0
13888,11163,1155041345.0
11163,13888,1155043265.0
5333,5590,1155043549.0
2702,712,1155043778.0
5552,15030,1155044156.0
28606,27891,1155044667.0
5249,494,1155044870.0
27891,28606,1155045267.0
3889,27619,1155045304.0
8949,25419,1155045446.0
8621,4698,1155046264.0
108,608,1155048073.0
10887,20756,1155048290.0
481,2703,1155048661.0
8148,13653,1155048860.0
26645,9055,1155049049.0
15359,5077,1155050104.0
8267,6275,1155050616.0
1191,1188,1155051018.0
377,382,1155055757.0
6454,6455,1155058859.0
9476,14792,1155066800.0
1950,5173,1155069824.0
20193,17036,1155074706.0
5055,12968,1155075497.0
10173,381,1155076078.0
18404,12576,1155076316.0
28606,27891,1155076906.0
27891,28606,1155076994.0
24066,11525,1155077623.0
21228,14194,1155077892.0
28606,27891,1155078633.0
28606,27891,1155078645.0
13790,1087,1155079362.0
6264,8118,1155080133.0
25419,8949,1155080382.0
19449,9188,1155080825.0
712,711,1155082416.0
803,152,1155082908.0
12968,12978,1155082992.0
12576,18404,1155084625.0
5797,3131,1155085643.0
1207,525,1155086495.0
15046,12291,1155086952.0
16672,13909,1155087455.0
8949,25419,1155087790.0
5375,5374,1155087983.0
561,5692,1155088225.0
108,608,1155088261.0
3623,15294,1155088590.0
11146,24949,1155088817.0
10182,7446,1155088933.0
4211,2963,1155089208.0
5692,561,1155089262.0
2691,2701,1155089573.0
2469,14371,1155089824.0
5434,5450,1155089850.0
10675,10678,1155090970.0
12291,15046,1155091371.0
32153,29806,1155091942.0
582,113,1155092796.0
16329,10221,1155092799.0
3469,1793,1155093391.0
5035,5179,1155093905.0
14797,14792,1155094415.0
27891,28606,1155094719.0
2181,1426,1155094848.0
3532,5692,1155095285.0
4156,6941,1155095520.0
5406,449,1155096006.0
21827,8920,1155096534.0
20193,17036,1155097100.0
8552,20073,1155097494.0
16041,5552,1155098497.0
12704,5552,1155098578.0
9747,5552,1155098884.0
23824,6445,1155099706.0
8146,6445,1155099933.0
8146,6445,1155099972.0
16652,21466,1155100196.0
14966,3872,1155100419.0
249,236,1155100781.0
11794,8414,1155101098.0
6720,1565,1155101402.0
6720,1565,1155101478.0
10675,14962,1155102315.0
2767,6509,1155102430.0
13359,5280,1155102573.0
5249,1083,1155103244.0
5692,3532,1155103332.0
13790,3374,1155103347.0
5333,5590,1155103352.0
782,774,1155103536.0
3872,14966,1155104485.0
12212,17169,1155104655.0
17118,20780,1155104798.0
2666,14022,1155105084.0
13620,8512,1155105100.0
12064,14806,1155105107.0
4220,13304,1155105141.0
3532,5692,1155105686.0
561,5692,1155105761.0
25733,3989,1155106507.0
887,3162,1155106557.0
6806,26315,1155106934.0
12830,31846,1155107878.0
27701,14963,1155107921.0
18237,6164,1155108627.0
8908,13861,1155109213.0
8908,13861,1155109292.0
11794,11789,1155109638.0
3374,8614,1155110029.0
14884,5105,1155110345.0
4699,298,1155111155.0
11162,15258,1155111368.0
32153,8235,1155111840.0
9939,3875,1155112859.0
39617,16643,1155112956.0
11794,3615,1155112960.0
3914,3875,1155112981.0
11794,5108,1155113497.0
5428,28365,1155113590.0
9476,14792,1155113708.0
12974,28365,1155113962.0
7513,5423,1155114715.0
414,4993,1155116881.0
1594,1929,1155117257.0
8504,15792,1155117291.0
5379,18131,1155118424.0
5428,3986,1155118897.0
18238,16791,1155119529.0
6264,8129,1155120061.0
12968,8119,1155120166.0
13033,2696,1155120468.0
4633,1789,1155120671.0
2691,8144,1155122258.0
5249,1085,1155122298.0
13790,1085,1155122386.0
23896,12973,1155122494.0
12754,5322,1155122631.0
1981,50275,1155122836.0
3374,6264,1155123978.0
8118,6264,1155124070.0
12438,14310,1155124445.0
1087,13790,1155124527.0
3374,13790,1155124782.0
11010,101,1155125140.0
5281,8561,1155125375.0
4960,14964,1155125538.0
22199,8901,1155126282.0
298,4699,1155126498.0
2667,6547,1155126756.0
3716,3625,1155126758.0
11647,7298,1155126863.0
14605,14194,1155127200.0
3162,887,1155127239.0
8235,8234,1155127888.0
8119,12968,1155128102.0
3374,532,1155128260.0
4248,14835,1155129530.0
3374,5097,1155129951.0
16943,10136,1155131478.0
14836,1231,1155131905.0
14877,1914,1155131995.0
15219,5583,1155134059.0
16405,11716,1155134896.0
3588,15327,1155135505.0
1597,6334,1155137363.0
18131,5379,1155138192.0
4474,2073,1155139531.0
19469,5126,1155140019.0
9841,5126,1155140447.0
13864,2077,1155142021.0
14057,6735,1155147770.0
863,4917,1155149882.0
9476,14792,1155152740.0
21410,18586,1155153492.0
1598,1240,1155153571.0
2500,215,1155154774.0
1597,1357,1155154914.0
9988,9992,1155160294.0
12212,17169,1155161507.0
21466,16652,1155163030.0
2026,491,1155164093.0
2767,2772,1155164848.0
27891,28606,1155165464.0
8885,15578,1155165983.0
861,862,1155166650.0
10487,10468,1155167396.0
8919,10736,1155167558.0
9036,3472,1155169210.0
21056,24072,1155169356.0
4960,3413,1155169367.0
21821,5891,1155169502.0
13790,1087,1155169757.0
8920,21827,1155169761.0
21827,8920,1155169885.0
7571,6100,1155169946.0
1597,12695,1155170273.0
17118,1920,1155170628.0
14085,7894,1155170726.0
2765,10179,1155170946.0
5428,3986,1155171033.0
17118,15565,1155171886.0
8901,22199,1155172118.0
17780,1361,1155172398.0
28606,27891,1155172420.0
265,4242,1155172761.0
22271,2290,1155173032.0
22900,25419,1155173462.0
14964,4960,1155173850.0
7894,14085,1155174051.0
22271,2290,1155174095.0
1448,8943,1155175069.0
22271,2290,1155175218.0
5081,1594,1155175659.0
3326,3252,1155176144.0
5406,449,1155176144.0
374,720,1155176286.0
4520,5245,1155176484.0
17471,3423,1155176881.0
16405,1562,1155177771.0
1562,16405,1155177959.0
14085,11788,1155178387.0
16405,1562,1155178449.0
11788,14085,1155178472.0
21410,1184,1155178673.0
14499,862,1155179222.0
12244,13431,1155179578.0
8885,15578,1155179804.0
6627,22990,1155179842.0
14793,12329,1155179872.0
12438,5066,1155180613.0
9948,9768,1155180672.0
8742,1414,1155181309.0
14085,3609,1155181382.0
3609,14085,1155181456.0
13431,12244,1155181814.0
738,65,1155181825.0
3979,13164,1155181827.0
5362,21522,1155182697.0
6211,8072,1155183068.0
17118,15326,1155183555.0
5553,22271,1155183824.0
12408,6734,1155184011.0
6095,1294,1155184701.0
16405,11716,1155184722.0
1598,6647,1155184985.0
3166,8507,1155185345.0
11716,16405,1155185388.0
16405,11716,1155185729.0
2500,2497,1155186108.0
11079,20007,1155188168.0
9948,1718,1155188393.0
1426,2181,1155188568.0
26189,1046,1155188636.0
5555,2497,1155188720.0
3625,3716,1155189405.0
17118,7046,1155189785.0
14499,26816,1155190236.0
1715,15251,1155190717.0
7046,17118,1155190901.0
5851,1418,1155190930.0
5552,12704,1155191353.0
2765,529,1155191700.0
6840,8512,1155192324.0
3716,3625,1155192822.0
3716,3625,1155192865.0
3914,3905,1155194005.0
3852,6429,1155194045.0
2971,2965,1155194376.0
3904,3905,1155194614.0
3905,3904,1155195226.0
8233,833,1155195358.0
14085,6262,1155195827.0
8950,3815,1155196200.0
3979,7511,1155196306.0
14085,14068,1155196897.0
14085,14068,1155196927.0
14085,14068,1155196947.0
14085,14068,1155196974.0
4870,4533,1155196999.0
14085,14068,1155197009.0
1771,1301,1155197503.0
16405,6842,1155197684.0
21638,16273,1155198429.0
7446,10182,1155198452.0
6547,2667,1155198930.0
607,572,1155199138.0
26189,1046,1155199191.0
4870,4533,1155200393.0
14068,14085,1155200730.0
6262,14085,1155200798.0
9212,3873,1155200949.0
12740,4533,1155201264.0
14135,9038,1155201333.0
14581,8285,1155201517.0
3625,3716,1155201596.0
5245,4520,1155201663.0
12749,6591,1155202430.0
1664,18300,1155202853.0
21723,21766,1155203241.0
21789,17835,1155203309.0
9212,3873,1155203429.0
14961,14881,1155203992.0
22271,5553,1155203996.0
3716,3625,1155204230.0
22199,8901,1155205224.0
14499,26816,1155205473.0
21410,794,1155205582.0
13021,13022,1155206160.0
21789,22227,1155206367.0
14085,6262,1155206690.0
14085,4299,1155207664.0
10736,8919,1155207750.0
1597,21017,1155207751.0
21638,16273,1155207778.0
3979,9318,1155208071.0
9005,6297,1155208100.0
1878,572,1155208469.0
1878,572,1155208532.0
9318,4299,1155208768.0
20022,18964,1155209019.0
13688,17528,1155209320.0
14881,14961,1155209541.0
9476,14792,1155209605.0
14793,12329,1155209754.0
12704,5552,1155210040.0
5406,3822,1155210071.0
14083,5105,1155210127.0
16330,16329,1155210557.0
958,961,1155210958.0
1718,9948,1155211688.0
12009,15553,1155212416.0
13431,12244,1155212565.0
2149,874,1155212599.0
5428,7906,1155212839.0
11647,16380,1155212905.0
8901,22199,1155213056.0
19108,7906,1155213056.0
14085,11785,1155213143.0
13688,17528,1155213703.0
26188,15093,1155213985.0
950,1379,1155214161.0
4870,12740,1155214901.0
27177,50275,1155215191.0
1275,1273,1155215294.0
9318,7045,1155216461.0
9948,1718,1155216486.0
591,4433,1155218555.0
1533,6720,1155219856.0
8552,19632,1155219860.0
25419,22900,1155220184.0
8398,25313,1155220609.0
1195,536,1155222145.0
11647,7298,1155222271.0
3874,3879,1155224747.0
14085,23713,1155225460.0
23713,9840,1155226451.0
6211,8072,1155226851.0
19108,7902,1155231386.0
8402,7320,1155232159.0
5988,5994,1155232269.0
14964,3911,1155233396.0
11029,17397,1155235802.0
7528,17397,1155236350.0
7045,9318,1155244547.0
3168,316,1155246190.0
15258,11162,1155246515.0
3913,10675,1155251928.0
13688,17528,1155254038.0
10749,6144,1155254961.0
8850,27597,1155255199.0
582,113,1155256255.0
10389,5988,1155256385.0
28606,27891,1155258115.0
28606,27891,1155258128.0
16768,17492,1155258464.0
1718,9948,1155259364.0
6734,12408,1155260465.0
13106,2572,1155260586.0
5386,5377,1155260945.0
1566,2922,1155261909.0
8548,13095,1155262017.0
5406,449,1155262105.0
17471,3423,1155262378.0
3183,2288,1155264258.0
16668,8758,1155264539.0
10541,10542,1155265144.0
15967,8594,1155267023.0
12545,15213,1155267082.0
16636,2290,1155267161.0
21173,13689,1155267960.0
21173,13689,1155268009.0
21173,13689,1155268148.0
2288,3183,1155269335.0
3821,29399,1155269364.0
10469,9146,1155269414.0
7320,8402,1155269681.0
29073,26333,1155271085.0
6264,3728,1155272401.0
11079,3728,1155272566.0
2891,2179,1155273139.0
8836,5054,1155273755.0
2137,2117,1155273846.0
8139,8529,1155273939.0
12009,15553,1155274063.0
19632,8552,1155274264.0
1275,1273,1155274435.0
8920,15213,1155274452.0
2233,4835,1155274474.0
22271,2290,1155275173.0
2323,3870,1155275474.0
3072,6727,1155277583.0
27597,8850,1155277864.0
3728,11079,1155278133.0
12926,13838,1155278578.0
4254,4248,1155278604.0
14793,12329,1155278688.0
10891,5451,1155279235.0
8758,16668,1155279235.0
5911,6661,1155279343.0
5054,8836,1155279369.0
390,405,1155279419.0
10030,10029,1155279471.0
5451,1901,1155279488.0
26539,2752,1155280337.0
2783,8756,1155280630.0
582,20022,1155280806.0
3168,20559,1155280808.0
897,10100,1155281417.0
5386,17127,1155281468.0
8836,5054,1155281898.0
17127,11043,1155282364.0
13688,15949,1155283465.0
2117,2150,1155284152.0
8615,11785,1155285974.0
13058,27634,1155286112.0
24064,21135,1155286538.0
9318,3979,1155286589.0
6720,1565,1155287257.0
1595,1225,1155288149.0
9710,5032,1155288191.0
8850,27597,1155288674.0
6125,11651,1155288931.0
11651,6125,1155289349.0
20289,13422,1155289588.0
3610,3716,1155290317.0
7571,6100,1155290753.0
26539,2752,1155290882.0
3168,8606,1155291821.0
1273,1275,1155292867.0
8933,480,1155292963.0
12760,15962,1155293044.0
6211,8072,1155293312.0
5032,9710,1155293400.0
14793,12329,1155293422.0
395,11375,1155294196.0
27211,5532,1155294725.0
27597,8850,1155295618.0
26188,6808,1155296743.0
3728,6264,1155296797.0
3725,7983,1155297174.0
25196,5128,1155298035.0
7531,5128,1155298286.0
244,639,1155298650.0
13495,5173,1155298763.0
25416,39787,1155299666.0
17127,5386,1155300442.0
17864,215,1155301165.0
13095,8548,1155301270.0
6647,13435,1155301428.0
8850,27597,1155301495.0
9940,2304,1155301537.0
12925,12924,1155301592.0
11651,21955,1155301646.0
1899,5405,1155301738.0
18901,21587,1155302264.0
8555,11128,1155302496.0
607,572,1155303180.0
25313,8398,1155303315.0
23713,14085,1155303457.0
18903,13684,1155303506.0
11785,14085,1155303594.0
40148,27597,1155303670.0
32583,1950,1155303847.0
5661,14194,1155303867.0
2783,32272,1155304012.0
8262,17168,1155305164.0
14791,14797,1155305563.0
9318,4299,1155306737.0
11065,19936,1155307298.0
17764,5121,1155307307.0
25457,17098,1155307549.0
10677,17098,1155307642.0
7897,17098,1155307665.0
22666,12984,1155312687.0
3980,310,1155314576.0
9038,14135,1155316159.0
1194,1595,1155320271.0
29210,6094,1155326767.0
991,3806,1155333718.0
3423,14194,1155333971.0
21962,16650,1155335060.0
12974,1920,1155336419.0
11148,11147,1155336462.0
13103,2498,1155337015.0
1597,12695,1155337172.0
24630,11149,1155337428.0
12924,12925,1155337581.0
5868,12601,1155338865.0
5128,25196,1155338962.0
9771,9394,1155339173.0
6720,1565,1155340183.0
3423,5661,1155340485.0
12976,5057,1155341121.0
12108,8504,1155341474.0
3423,14605,1155341898.0
17377,1021,1155342439.0
8262,8261,1155343104.0
2122,2150,1155343326.0
5532,27211,1155343891.0
32583,26573,1155345819.0
39617,14371,1155346827.0
12601,5868,1155347153.0
27891,28606,1155347181.0
8919,112,1155348115.0
12760,27211,1155349088.0
27597,40148,1155349271.0
1906,9214,1155349505.0
25420,11882,1155350347.0
3423,3159,1155350355.0
7894,9214,1155350491.0
3716,9214,1155350564.0
18234,9214,1155350652.0
5428,28365,1155350957.0
9215,9214,1155351198.0
5041,93,1155351271.0
1718,12630,1155351867.0
16650,21962,1155352036.0
18901,9376,1155352571.0
6720,4155,1155353223.0
16875,14552,1155353522.0
450,5413,1155353542.0
3159,668,1155354112.0
11785,9214,1155354813.0
2853,1717,1155355916.0
8561,14132,1155356770.0
49372,420,1155357005.0
2701,2691,1155357307.0
450,449,1155357643.0
5386,5377,1155358813.0
18365,17036,1155359371.0
11079,3728,1155359884.0
11079,3728,1155359908.0
6264,3728,1155360033.0
2691,2701,1155360667.0
376,1713,1155361177.0
3423,6426,1155361565.0
12545,12544,1155361972.0
15563,10337,1155362843.0
13609,1236,1155363081.0
8378,8461,1155364961.0
3423,14604,1155365839.0
5119,14884,1155366038.0
7662,7968,1155366253.0
2930,6545,1155367888.0
14581,8285,1155367951.0
2195,14961,1155367955.0
11651,21955,1155368249.0
3196,8285,1155368304.0
36807,7906,1155368383.0
14083,4302,1155369130.0
4840,3093,1155370020.0
910,888,1155370560.0
2781,888,1155370742.0
3588,9857,1155370810.0
5108,9857,1155371124.0
9825,9857,1155371186.0
3423,4248,1155371864.0
26216,3879,1155374460.0
9710,5032,1155374528.0
2498,13103,1155376168.0
29000,29001,1155376446.0
9214,19106,1155378353.0
22178,29058,1155378411.0
13578,1225,1155378449.0
6125,11651,1155379086.0
12438,14310,1155380259.0
18548,8885,1155381893.0
5385,1770,1155382261.0
5385,1770,1155382271.0
9851,7067,1155383380.0
783,2109,1155383386.0
898,916,1155383434.0
14835,4248,1155383983.0
9214,3716,1155384144.0
4895,23188,1155384736.0
23189,23188,1155384772.0
1906,4895,1155386101.0
3889,4895,1155386113.0
10337,15563,1155386880.0
14884,5119,1155387943.0
8262,14547,1155388713.0
8933,491,1155388791.0
8933,491,1155388813.0
916,898,1155390312.0
11651,21955,1155390746.0
9214,3602,1155392024.0
93,5041,1155392482.0
15028,21077,1155392933.0
8885,18548,1155393093.0
915,8559,1155393401.0
9215,8074,1155394797.0
15967,12166,1155395803.0
8147,22771,1155395820.0
1950,11702,1155396158.0
16669,13909,1155396756.0
14791,3737,1155398133.0
6647,13435,1155398456.0
9214,8605,1155399230.0
1305,17623,1155399452.0
19062,5106,1155399460.0
3574,17623,1155400042.0
5076,17623,1155400934.0
